,state,time,value,sector
263,PR,2022,5169495,Total
2,RJ,2013,473329,Commercial
1,RJ,2013,13774,Industrial
5,RJ,2013,2198,Public Lighting
4,RJ,2013,25621,Public Sector
6,RJ,2013,2992,Public Service
0,RJ,2013,6107949,Residential
3,RJ,2013,77299,Rural
19,RJ,2013,6703971,Total
9,RJ,2014,481867,Commercial
8,RJ,2014,13417,Industrial
12,RJ,2014,2310,Public Lighting
11,RJ,2014,26674,Public Sector
13,RJ,2014,3163,Public Service
7,RJ,2014,6274740,Residential
10,RJ,2014,78629,Rural
46,RJ,2014,6881599,Total
16,RJ,2015,483937,Commercial
15,RJ,2015,12894,Industrial
19,RJ,2015,2691,Public Lighting
18,RJ,2015,26769,Public Sector
20,RJ,2015,3361,Public Service
14,RJ,2015,6468273,Residential
17,RJ,2015,76626,Rural
73,RJ,2015,7075372,Total
23,RJ,2016,456123,Commercial
22,RJ,2016,11732,Industrial
26,RJ,2016,2399,Public Lighting
25,RJ,2016,14054,Public Sector
27,RJ,2016,2326,Public Service
21,RJ,2016,6524280,Residential
24,RJ,2016,13509,Rural
100,RJ,2016,7024946,Total
30,RJ,2017,474361,Commercial
29,RJ,2017,15310,Industrial
33,RJ,2017,2478,Public Lighting
32,RJ,2017,26801,Public Sector
34,RJ,2017,3822,Public Service
28,RJ,2017,6727424,Residential
31,RJ,2017,78953,Rural
127,RJ,2017,7329970,Total
37,RJ,2018,489850,Commercial
36,RJ,2018,14873,Industrial
40,RJ,2018,2656,Public Lighting
39,RJ,2018,26375,Public Sector
41,RJ,2018,3839,Public Service
35,RJ,2018,6616913,Residential
38,RJ,2018,77622,Rural
154,RJ,2018,7232935,Total
44,RJ,2019,464934,Commercial
43,RJ,2019,13931,Industrial
47,RJ,2019,2480,Public Lighting
46,RJ,2019,24964,Public Sector
48,RJ,2019,3732,Public Service
42,RJ,2019,6359992,Residential
45,RJ,2019,16784,Rural
181,RJ,2019,6887615,Total
51,RJ,2020,464703,Commercial
50,RJ,2020,13466,Industrial
54,RJ,2020,2613,Public Lighting
53,RJ,2020,25356,Public Sector
55,RJ,2020,4788,Public Service
49,RJ,2020,6601096,Residential
52,RJ,2020,73775,Rural
208,RJ,2020,7186574,Total
58,RJ,2021,449683,Commercial
57,RJ,2021,12931,Industrial
61,RJ,2021,2713,Public Lighting
60,RJ,2021,26863,Public Sector
62,RJ,2021,5262,Public Service
56,RJ,2021,6663005,Residential
59,RJ,2021,74130,Rural
235,RJ,2021,7235354,Total
65,RJ,2022,459865,Commercial
64,RJ,2022,12410,Industrial
68,RJ,2022,3104,Public Lighting
67,RJ,2022,27309,Public Sector
69,RJ,2022,4824,Public Service
63,RJ,2022,6997396,Residential
66,RJ,2022,68590,Rural
262,RJ,2022,7574575,Total
2,RN,2013,81641,Commercial
1,RN,2013,4784,Industrial
5,RN,2013,6404,Public Lighting
4,RN,2013,12404,Public Sector
6,RN,2013,1771,Public Service
0,RN,2013,1076050,Residential
3,RN,2013,71814,Rural
10,RN,2013,1255080,Total
9,RN,2014,85895,Commercial
8,RN,2014,1529,Industrial
12,RN,2014,7024,Public Lighting
11,RN,2014,12581,Public Sector
13,RN,2014,1851,Public Service
7,RN,2014,1122564,Residential
10,RN,2014,71984,Rural
37,RN,2014,1303632,Total
16,RN,2015,88866,Commercial
15,RN,2015,1486,Industrial
19,RN,2015,7581,Public Lighting
18,RN,2015,12642,Public Sector
20,RN,2015,1934,Public Service
14,RN,2015,1163604,Residential
17,RN,2015,72230,Rural
64,RN,2015,1348531,Total
23,RN,2016,92290,Commercial
22,RN,2016,1462,Industrial
26,RN,2016,8089,Public Lighting
25,RN,2016,12604,Public Sector
27,RN,2016,2031,Public Service
21,RN,2016,1207972,Residential
24,RN,2016,62284,Rural
91,RN,2016,1386906,Total
30,RN,2017,96205,Commercial
29,RN,2017,1460,Industrial
33,RN,2017,8600,Public Lighting
32,RN,2017,12504,Public Sector
34,RN,2017,2155,Public Service
28,RN,2017,1236063,Residential
31,RN,2017,62603,Rural
118,RN,2017,1419720,Total
37,RN,2018,100224,Commercial
36,RN,2018,1457,Industrial
40,RN,2018,9098,Public Lighting
39,RN,2018,12450,Public Sector
41,RN,2018,2234,Public Service
35,RN,2018,1262906,Residential
38,RN,2018,61319,Rural
145,RN,2018,1449826,Total
44,RN,2019,103142,Commercial
43,RN,2019,1290,Industrial
47,RN,2019,9933,Public Lighting
46,RN,2019,12327,Public Sector
48,RN,2019,2280,Public Service
42,RN,2019,1297376,Residential
45,RN,2019,49709,Rural
172,RN,2019,1476198,Total
51,RN,2020,103581,Commercial
50,RN,2020,1383,Industrial
54,RN,2020,10882,Public Lighting
53,RN,2020,12495,Public Sector
55,RN,2020,2338,Public Service
49,RN,2020,1307685,Residential
52,RN,2020,56087,Rural
199,RN,2020,1494596,Total
58,RN,2021,106785,Commercial
57,RN,2021,1441,Industrial
61,RN,2021,11612,Public Lighting
60,RN,2021,12572,Public Sector
62,RN,2021,2437,Public Service
56,RN,2021,1336863,Residential
59,RN,2021,53983,Rural
226,RN,2021,1525863,Total
65,RN,2022,110268,Commercial
64,RN,2022,1458,Industrial
68,RN,2022,12231,Public Lighting
67,RN,2022,12626,Public Sector
69,RN,2022,2560,Public Service
63,RN,2022,1364959,Residential
66,RN,2022,50979,Rural
253,RN,2022,1555248,Total
2,RO,2013,38382,Commercial
1,RO,2013,1977,Industrial
5,RO,2013,246,Public Lighting
4,RO,2013,4501,Public Sector
6,RO,2013,214,Public Service
0,RO,2013,402119,Residential
3,RO,2013,117344,Rural
0,RO,2013,564901,Total
9,RO,2014,39141,Commercial
8,RO,2014,1970,Industrial
12,RO,2014,273,Public Lighting
11,RO,2014,4598,Public Sector
13,RO,2014,214,Public Service
7,RO,2014,415354,Residential
10,RO,2014,119198,Rural
27,RO,2014,580868,Total
16,RO,2015,39168,Commercial
15,RO,2015,1920,Industrial
19,RO,2015,281,Public Lighting
18,RO,2015,4675,Public Sector
20,RO,2015,226,Public Service
14,RO,2015,423404,Residential
17,RO,2015,119529,Rural
54,RO,2015,589341,Total
23,RO,2016,39852,Commercial
22,RO,2016,1832,Industrial
26,RO,2016,281,Public Lighting
25,RO,2016,4664,Public Sector
27,RO,2016,252,Public Service
21,RO,2016,439160,Residential
24,RO,2016,122917,Rural
81,RO,2016,609099,Total
30,RO,2017,40470,Commercial
29,RO,2017,1700,Industrial
33,RO,2017,280,Public Lighting
32,RO,2017,4703,Public Sector
34,RO,2017,267,Public Service
28,RO,2017,458222,Residential
31,RO,2017,127190,Rural
108,RO,2017,632975,Total
37,RO,2018,42535,Commercial
36,RO,2018,1629,Industrial
40,RO,2018,286,Public Lighting
39,RO,2018,4719,Public Sector
41,RO,2018,283,Public Service
35,RO,2018,463977,Residential
38,RO,2018,128463,Rural
135,RO,2018,642033,Total
44,RO,2019,43825,Commercial
43,RO,2019,1531,Industrial
47,RO,2019,293,Public Lighting
46,RO,2019,4694,Public Sector
48,RO,2019,300,Public Service
42,RO,2019,466685,Residential
45,RO,2019,127697,Rural
162,RO,2019,645173,Total
51,RO,2020,47259,Commercial
50,RO,2020,1686,Industrial
54,RO,2020,342,Public Lighting
53,RO,2020,5367,Public Sector
55,RO,2020,324,Public Service
49,RO,2020,530411,Residential
52,RO,2020,150870,Rural
189,RO,2020,736437,Total
58,RO,2021,44286,Commercial
57,RO,2021,1527,Industrial
61,RO,2021,171,Public Lighting
60,RO,2021,4837,Public Sector
62,RO,2021,316,Public Service
56,RO,2021,496642,Residential
59,RO,2021,126233,Rural
216,RO,2021,674181,Total
65,RO,2022,49054,Commercial
64,RO,2022,2431,Industrial
68,RO,2022,335,Public Lighting
67,RO,2022,4733,Public Sector
69,RO,2022,344,Public Service
63,RO,2022,521893,Residential
66,RO,2022,116885,Rural
243,RO,2022,695861,Total
2,RR,2013,11134,Commercial
1,RR,2013,473,Industrial
5,RR,2013,118,Public Lighting
4,RR,2013,1806,Public Sector
6,RR,2013,181,Public Service
0,RR,2013,107855,Residential
3,RR,2013,13449,Rural
3,RR,2013,135082,Total
9,RR,2014,11532,Commercial
8,RR,2014,464,Industrial
12,RR,2014,137,Public Lighting
11,RR,2014,1871,Public Sector
13,RR,2014,205,Public Service
7,RR,2014,114512,Residential
10,RR,2014,14612,Rural
30,RR,2014,143396,Total
16,RR,2015,11763,Commercial
15,RR,2015,483,Industrial
19,RR,2015,134,Public Lighting
18,RR,2015,1920,Public Sector
20,RR,2015,204,Public Service
14,RR,2015,118832,Residential
17,RR,2015,15877,Rural
57,RR,2015,149274,Total
23,RR,2016,12054,Commercial
22,RR,2016,467,Industrial
26,RR,2016,144,Public Lighting
25,RR,2016,1884,Public Sector
27,RR,2016,211,Public Service
21,RR,2016,124680,Residential
24,RR,2016,16344,Rural
84,RR,2016,155846,Total
30,RR,2017,12374,Commercial
29,RR,2017,470,Industrial
33,RR,2017,150,Public Lighting
32,RR,2017,1972,Public Sector
34,RR,2017,218,Public Service
28,RR,2017,129656,Residential
31,RR,2017,16839,Rural
111,RR,2017,161714,Total
37,RR,2018,12397,Commercial
36,RR,2018,420,Industrial
40,RR,2018,166,Public Lighting
39,RR,2018,2010,Public Sector
41,RR,2018,236,Public Service
35,RR,2018,130244,Residential
38,RR,2018,17702,Rural
138,RR,2018,163214,Total
44,RR,2019,12409,Commercial
43,RR,2019,407,Industrial
47,RR,2019,194,Public Lighting
46,RR,2019,1996,Public Sector
48,RR,2019,267,Public Service
42,RR,2019,132113,Residential
45,RR,2019,18286,Rural
165,RR,2019,165715,Total
51,RR,2020,12436,Commercial
50,RR,2020,388,Industrial
54,RR,2020,204,Public Lighting
53,RR,2020,2084,Public Sector
55,RR,2020,288,Public Service
49,RR,2020,143213,Residential
52,RR,2020,19041,Rural
192,RR,2020,177697,Total
58,RR,2021,12862,Commercial
57,RR,2021,400,Industrial
61,RR,2021,168,Public Lighting
60,RR,2021,2185,Public Sector
62,RR,2021,317,Public Service
56,RR,2021,152679,Residential
59,RR,2021,20967,Rural
219,RR,2021,189622,Total
65,RR,2022,14404,Commercial
64,RR,2022,411,Industrial
68,RR,2022,171,Public Lighting
67,RR,2022,2303,Public Sector
69,RR,2022,342,Public Service
63,RR,2022,170957,Residential
66,RR,2022,10081,Rural
246,RR,2022,198715,Total
2,RS,2013,349718,Commercial
1,RS,2013,37198,Industrial
5,RS,2013,561,Public Lighting
4,RS,2013,28408,Public Sector
6,RS,2013,3835,Public Service
0,RS,2013,3562681,Residential
3,RS,2013,342717,Rural
22,RS,2013,4325544,Total
9,RS,2014,350736,Commercial
8,RS,2014,36407,Industrial
12,RS,2014,561,Public Lighting
11,RS,2014,28904,Public Sector
13,RS,2014,3945,Public Service
7,RS,2014,3656818,Residential
10,RS,2014,341489,Rural
49,RS,2014,4419281,Total
16,RS,2015,347466,Commercial
15,RS,2015,35480,Industrial
19,RS,2015,565,Public Lighting
18,RS,2015,29326,Public Sector
20,RS,2015,3997,Public Service
14,RS,2015,3729564,Residential
17,RS,2015,335685,Rural
76,RS,2015,4482506,Total
23,RS,2016,342858,Commercial
22,RS,2016,34390,Industrial
26,RS,2016,582,Public Lighting
25,RS,2016,29920,Public Sector
27,RS,2016,4101,Public Service
21,RS,2016,3784899,Residential
24,RS,2016,339721,Rural
103,RS,2016,4536889,Total
30,RS,2017,345271,Commercial
29,RS,2017,34040,Industrial
33,RS,2017,578,Public Lighting
32,RS,2017,29873,Public Sector
34,RS,2017,4142,Public Service
28,RS,2017,3894915,Residential
31,RS,2017,344498,Rural
130,RS,2017,4653724,Total
37,RS,2018,340016,Commercial
36,RS,2018,33856,Industrial
40,RS,2018,591,Public Lighting
39,RS,2018,29671,Public Sector
41,RS,2018,4423,Public Service
35,RS,2018,3977801,Residential
38,RS,2018,347727,Rural
157,RS,2018,4734475,Total
44,RS,2019,343261,Commercial
43,RS,2019,32914,Industrial
47,RS,2019,596,Public Lighting
46,RS,2019,30170,Public Sector
48,RS,2019,4518,Public Service
42,RS,2019,4114961,Residential
45,RS,2019,348809,Rural
184,RS,2019,4875593,Total
51,RS,2020,341073,Commercial
50,RS,2020,29695,Industrial
54,RS,2020,647,Public Lighting
53,RS,2020,31244,Public Sector
55,RS,2020,4648,Public Service
49,RS,2020,4062926,Residential
52,RS,2020,348752,Rural
211,RS,2020,4819355,Total
58,RS,2021,343522,Commercial
57,RS,2021,27348,Industrial
61,RS,2021,667,Public Lighting
60,RS,2021,31274,Public Sector
62,RS,2021,4853,Public Service
56,RS,2021,4133463,Residential
59,RS,2021,346382,Rural
238,RS,2021,4887879,Total
65,RS,2022,356569,Commercial
64,RS,2022,21706,Industrial
68,RS,2022,759,Public Lighting
67,RS,2022,32123,Public Sector
69,RS,2022,5010,Public Service
63,RS,2022,4269663,Residential
66,RS,2022,331399,Rural
265,RS,2022,5017620,Total
2,SC,2013,235929,Commercial
1,SC,2013,97541,Industrial
5,SC,2013,570,Public Lighting
4,SC,2013,21260,Public Sector
6,SC,2013,2659,Public Service
0,SC,2013,2037420,Residential
3,SC,2013,235962,Rural
21,SC,2013,2631730,Total
9,SC,2014,245958,Commercial
8,SC,2014,101153,Industrial
12,SC,2014,609,Public Lighting
11,SC,2014,21804,Public Sector
13,SC,2014,2827,Public Service
7,SC,2014,2113284,Residential
10,SC,2014,238154,Rural
48,SC,2014,2724184,Total
16,SC,2015,254095,Commercial
15,SC,2015,102997,Industrial
19,SC,2015,645,Public Lighting
18,SC,2015,22536,Public Sector
20,SC,2015,3007,Public Service
14,SC,2015,2190211,Residential
17,SC,2015,239398,Rural
75,SC,2015,2813286,Total
23,SC,2016,260155,Commercial
22,SC,2016,103087,Industrial
26,SC,2016,720,Public Lighting
25,SC,2016,22966,Public Sector
27,SC,2016,3227,Public Service
21,SC,2016,2246917,Residential
24,SC,2016,239634,Rural
102,SC,2016,2877097,Total
30,SC,2017,268136,Commercial
29,SC,2017,104418,Industrial
33,SC,2017,785,Public Lighting
32,SC,2017,23253,Public Sector
34,SC,2017,3294,Public Service
28,SC,2017,2305937,Residential
31,SC,2017,239609,Rural
129,SC,2017,2945836,Total
37,SC,2018,276762,Commercial
36,SC,2018,108523,Industrial
40,SC,2018,825,Public Lighting
39,SC,2018,23581,Public Sector
41,SC,2018,3488,Public Service
35,SC,2018,2371166,Residential
38,SC,2018,239817,Rural
156,SC,2018,3024564,Total
44,SC,2019,285396,Commercial
43,SC,2019,111921,Industrial
47,SC,2019,895,Public Lighting
46,SC,2019,23763,Public Sector
48,SC,2019,3579,Public Service
42,SC,2019,2435214,Residential
45,SC,2019,237518,Rural
183,SC,2019,3098702,Total
51,SC,2020,293504,Commercial
50,SC,2020,119134,Industrial
54,SC,2020,953,Public Lighting
53,SC,2020,24238,Public Sector
55,SC,2020,3840,Public Service
49,SC,2020,2506042,Residential
52,SC,2020,237848,Rural
210,SC,2020,3185994,Total
58,SC,2021,305408,Commercial
57,SC,2021,128949,Industrial
61,SC,2021,995,Public Lighting
60,SC,2021,24722,Public Sector
62,SC,2021,4031,Public Service
56,SC,2021,2581156,Residential
59,SC,2021,6002,Rural
237,SC,2021,3051714,Total
65,SC,2022,315723,Commercial
64,SC,2022,135946,Industrial
68,SC,2022,1123,Public Lighting
67,SC,2022,25486,Public Sector
69,SC,2022,4221,Public Service
63,SC,2022,2654761,Residential
66,SC,2022,232521,Rural
264,SC,2022,3370252,Total
2,SE,2013,48282,Commercial
1,SE,2013,3228,Industrial
5,SE,2013,752,Public Lighting
4,SE,2013,6654,Public Sector
6,SE,2013,1322,Public Service
0,SE,2013,712378,Residential
3,SE,2013,21640,Rural
14,SE,2013,794361,Total
9,SE,2014,49858,Commercial
8,SE,2014,3222,Industrial
12,SE,2014,703,Public Lighting
11,SE,2014,6690,Public Sector
13,SE,2014,1333,Public Service
7,SE,2014,742645,Residential
10,SE,2014,22109,Rural
41,SE,2014,826675,Total
16,SE,2015,50498,Commercial
15,SE,2015,3077,Industrial
19,SE,2015,783,Public Lighting
18,SE,2015,6682,Public Sector
20,SE,2015,1374,Public Service
14,SE,2015,766729,Residential
17,SE,2015,22726,Rural
68,SE,2015,851982,Total
23,SE,2016,51156,Commercial
22,SE,2016,2967,Industrial
26,SE,2016,803,Public Lighting
25,SE,2016,6702,Public Sector
27,SE,2016,1421,Public Service
21,SE,2016,784415,Residential
24,SE,2016,23973,Rural
95,SE,2016,871557,Total
30,SE,2017,51382,Commercial
29,SE,2017,2854,Industrial
33,SE,2017,817,Public Lighting
32,SE,2017,6650,Public Sector
34,SE,2017,1469,Public Service
28,SE,2017,799809,Residential
31,SE,2017,25277,Rural
122,SE,2017,888380,Total
37,SE,2018,53273,Commercial
36,SE,2018,1506,Industrial
40,SE,2018,884,Public Lighting
39,SE,2018,6710,Public Sector
41,SE,2018,1509,Public Service
35,SE,2018,814678,Residential
38,SE,2018,26306,Rural
149,SE,2018,904987,Total
44,SE,2019,54063,Commercial
43,SE,2019,1258,Industrial
47,SE,2019,919,Public Lighting
46,SE,2019,6649,Public Sector
48,SE,2019,1558,Public Service
42,SE,2019,826643,Residential
45,SE,2019,27630,Rural
176,SE,2019,918843,Total
51,SE,2020,53917,Commercial
50,SE,2020,1122,Industrial
54,SE,2020,971,Public Lighting
53,SE,2020,6792,Public Sector
55,SE,2020,1635,Public Service
49,SE,2020,848690,Residential
52,SE,2020,28152,Rural
203,SE,2020,941430,Total
58,SE,2021,53269,Commercial
57,SE,2021,1190,Industrial
61,SE,2021,1266,Public Lighting
60,SE,2021,6471,Public Sector
62,SE,2021,1737,Public Service
56,SE,2021,874716,Residential
59,SE,2021,27825,Rural
230,SE,2021,966590,Total
65,SE,2022,54155,Commercial
64,SE,2022,1202,Industrial
68,SE,2022,1448,Public Lighting
67,SE,2022,6321,Public Sector
69,SE,2022,1894,Public Service
63,SE,2022,899904,Residential
66,SE,2022,24207,Rural
257,SE,2022,989241,Total
2,SP,2013,1096823,Commercial
1,SP,2013,122803,Industrial
5,SP,2013,19243,Public Lighting
4,SP,2013,84379,Public Sector
6,SP,2013,12488,Public Service
0,SP,2013,15513352,Residential
3,SP,2013,264522,Rural
16,SP,2013,17118034,Total
9,SP,2014,1077671,Commercial
8,SP,2014,124041,Industrial
12,SP,2014,19736,Public Lighting
11,SP,2014,86553,Public Sector
13,SP,2014,12964,Public Service
7,SP,2014,15909887,Residential
10,SP,2014,266754,Rural
43,SP,2014,17502487,Total
16,SP,2015,1126185,Commercial
15,SP,2015,106380,Industrial
19,SP,2015,21283,Public Lighting
18,SP,2015,88096,Public Sector
20,SP,2015,13301,Public Service
14,SP,2015,16265435,Residential
17,SP,2015,270190,Rural
70,SP,2015,17892445,Total
23,SP,2016,1116948,Commercial
22,SP,2016,105912,Industrial
26,SP,2016,22223,Public Lighting
25,SP,2016,88224,Public Sector
27,SP,2016,13586,Public Service
21,SP,2016,16594746,Residential
24,SP,2016,272662,Rural
97,SP,2016,18215874,Total
30,SP,2017,1117386,Commercial
29,SP,2017,104681,Industrial
33,SP,2017,23063,Public Lighting
32,SP,2017,88265,Public Sector
34,SP,2017,13845,Public Service
28,SP,2017,16953937,Residential
31,SP,2017,274627,Rural
124,SP,2017,18577400,Total
37,SP,2018,1116499,Commercial
36,SP,2018,102117,Industrial
40,SP,2018,22544,Public Lighting
39,SP,2018,88281,Public Sector
41,SP,2018,14154,Public Service
35,SP,2018,17384160,Residential
38,SP,2018,276756,Rural
151,SP,2018,19006136,Total
44,SP,2019,1130843,Commercial
43,SP,2019,100849,Industrial
47,SP,2019,24495,Public Lighting
46,SP,2019,89081,Public Sector
48,SP,2019,14624,Public Service
42,SP,2019,17832649,Residential
45,SP,2019,268347,Rural
178,SP,2019,19462416,Total
51,SP,2020,1125725,Commercial
50,SP,2020,97897,Industrial
54,SP,2020,24987,Public Lighting
53,SP,2020,90705,Public Sector
55,SP,2020,14976,Public Service
49,SP,2020,18019714,Residential
52,SP,2020,271678,Rural
205,SP,2020,19647258,Total
58,SP,2021,1032910,Commercial
57,SP,2021,92470,Industrial
61,SP,2021,17745,Public Lighting
60,SP,2021,87781,Public Sector
62,SP,2021,15132,Public Service
56,SP,2021,17243818,Residential
59,SP,2021,267618,Rural
232,SP,2021,18759139,Total
65,SP,2022,1155375,Commercial
64,SP,2022,90113,Industrial
68,SP,2022,22147,Public Lighting
67,SP,2022,93873,Public Sector
69,SP,2022,15372,Public Service
63,SP,2022,18763521,Residential
66,SP,2022,252619,Rural
259,SP,2022,20394712,Total
2,TO,2013,36913,Commercial
1,TO,2013,2158,Industrial
5,TO,2013,696,Public Lighting
4,TO,2013,6909,Public Sector
6,TO,2013,674,Public Service
0,TO,2013,412135,Residential
3,TO,2013,64739,Rural
6,TO,2013,524421,Total
9,TO,2014,38379,Commercial
8,TO,2014,2124,Industrial
12,TO,2014,715,Public Lighting
11,TO,2014,7013,Public Sector
13,TO,2014,685,Public Service
7,TO,2014,433522,Residential
10,TO,2014,63800,Rural
33,TO,2014,546424,Total
16,TO,2015,39104,Commercial
15,TO,2015,2085,Industrial
19,TO,2015,742,Public Lighting
18,TO,2015,7161,Public Sector
20,TO,2015,686,Public Service
14,TO,2015,454499,Residential
17,TO,2015,62987,Rural
60,TO,2015,567478,Total
23,TO,2016,35948,Commercial
22,TO,2016,1897,Industrial
26,TO,2016,743,Public Lighting
25,TO,2016,7108,Public Sector
27,TO,2016,721,Public Service
21,TO,2016,459594,Residential
24,TO,2016,59915,Rural
87,TO,2016,566141,Total
30,TO,2017,34022,Commercial
29,TO,2017,1763,Industrial
33,TO,2017,757,Public Lighting
32,TO,2017,7206,Public Sector
34,TO,2017,753,Public Service
28,TO,2017,470747,Residential
31,TO,2017,58396,Rural
114,TO,2017,573878,Total
37,TO,2018,32784,Commercial
36,TO,2018,1643,Industrial
40,TO,2018,760,Public Lighting
39,TO,2018,7279,Public Sector
41,TO,2018,801,Public Service
35,TO,2018,485718,Residential
38,TO,2018,57277,Rural
141,TO,2018,586494,Total
44,TO,2019,32888,Commercial
43,TO,2019,1532,Industrial
47,TO,2019,838,Public Lighting
46,TO,2019,7281,Public Sector
48,TO,2019,846,Public Service
42,TO,2019,498033,Residential
45,TO,2019,57972,Rural
168,TO,2019,599630,Total
51,TO,2020,33198,Commercial
50,TO,2020,1529,Industrial
54,TO,2020,939,Public Lighting
53,TO,2020,7438,Public Sector
55,TO,2020,923,Public Service
49,TO,2020,515919,Residential
52,TO,2020,57966,Rural
195,TO,2020,618148,Total
58,TO,2021,33911,Commercial
57,TO,2021,1501,Industrial
61,TO,2021,1136,Public Lighting
60,TO,2021,7176,Public Sector
62,TO,2021,990,Public Service
56,TO,2021,535831,Residential
59,TO,2021,54344,Rural
222,TO,2021,635127,Total
65,TO,2022,34818,Commercial
64,TO,2022,1446,Industrial
68,TO,2022,1425,Public Lighting
67,TO,2022,6989,Public Sector
69,TO,2022,1142,Public Service
63,TO,2022,559303,Residential
66,TO,2022,45409,Rural
249,TO,2022,650773,Total
